nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade de proximité de Rohan|ROHAN|+33 2 97 51 50 11|+33 2 97 51 55 16|56580|Le Poteau 56580 ROHAN|271742|6790552
Brigade de proximité de Mauron|MAURON|+33 2 97 22 60 08||56430|15 Rue Mathurin Lefort 56430 MAURON|306685|6788392
Brigade de proximité de Malestroit|MALESTROIT|+33 2 97 75 20 18||56140|16 Rue de la Gare 56140 MALESTROIT|296539|6759127
Brigade de proximité de Josselin|JOSSELIN|+33 2 97 22 20 26|+33 2 97 22 23 00|56120|1 Rue des Carouges 56120 JOSSELIN|286497|6776590
Brigade de proximité de Guer-Coëtquidan|GUER|+33 2 97 75 70 55|+33 2 97 75 70 58|56380|2 Avenue de Brocéliande 56380 GUER|317169|6772878
Brigade de proximité de Ploërmel|PLOERMEL|+33 2 97 74 06 14|+33 2 97 74 34 64|56800|Caserne Guillo 1 Rue du Mississipi 56800 PLOERMEL|298640|6772198
Brigade de proximité de Quiberon|QUIBERON|+33 2 97 50 07 39||56170|147 Rue du Port-de-Pêche 56170 QUIBERON|239624|6727448
Brigade de proximité de Port-Louis|PORT LOUIS|+33 2 97 82 46 19||56290|8 Rue de la Citadelle 56290 PORT LOUIS|223893|6753180
Brigade de proximité de Pont-Scorff|PONT SCORFF|+33 2 97 32 61 17||56620|Rue de Lorient 56620 PONT SCORFF|221664|6767360
Brigade de proximité de Pluvigner|PLUVIGNER|+33 2 97 24 71 05|+33 2 97 24 79 34|56330|14 Rue du Maréchal Leclerc 56330 PLUVIGNER|250084|6758929
Brigade de proximité de Plouay|PLOUAY|+33 2 97 33 31 17|+33 2 97 33 01 89|56240|4 Rue de l'Esplanade 56240 PLOUAY|226514|6777600
Brigade de proximité de Landévant|LANDEVANT|+33 2 97 56 94 40|+33 2 97 56 92 70|56690|8 Rue Mané Pagès 56690 LANDEVANT|241835|6758722
Brigade de proximité d'Étel|ETEL|+33 2 97 55 32 11||56410|2 Rue des Peupliers 56410 ETEL|235021|6745968
Brigade de proximité de Carnac|CARNAC|+33 2 97 52 06 24|+33 2 97 52 77 82|56340|10 Chemin de Kergouillard 56340 CARNAC|242577|6738229
Brigade de proximité de Sarzeau|SARZEAU|+33 2 97 41 85 21||56370|17 Rue de Kerpaul 56370 SARZEAU|265883|6729983
Brigade de proximité de Rochefort-en-Terre|ROCHEFORT EN TERRE|+33 2 97 43 31 74|+33 2 97 43 41 45|56220|La Mare 56220 ROCHEFORT EN TERRE|299021|6746718
Brigade de proximité de Questembert|QUESTEMBERT|+33 2 97 26 10 09|+33 2 97 26 08 22|56230|47 Boulevard Pasteur 56230 QUESTEMBERT|291315|6743853
Brigade de proximité de Muzillac|MUZILLAC|+33 2 97 41 67 07|+33 2 97 41 61 00|56190|21 Rue du Général de Gaulle 56190 MUZILLAC|288253|6731117
Brigade de proximité de Grand-Champ|GRAND CHAMP|+33 2 97 66 77 03||56390|60 Rue du Général de Gaulle 56390 GRAND CHAMP|261967|6756194
Brigade de proximité de la Gacilly|LA GACILLY|+33 2 99 08 10 03||56200|09 Rue Jean Meschinot 56200 LA GACILLY|314236|6753993
Brigade de proximité d'Elven|ELVEN|+33 2 97 53 31 06|+33 2 97 53 58 15|56250|10 Avenue des Martyrs de la Résistance 56250 ELVEN|281978|6752221
Brigade de proximité d'Allaire|ALLAIRE|+33 2 99 71 91 01||56350|22 Rue de Redon 56350 ALLAIRE|312889|6738802
Brigade de proximité de Vannes|VANNES|+33 2 97 54 43 98||56000|Caserne Guillaudot 2 Place de la Libération 56000 VANNES|267740|6744457
Brigade de proximité de Taulé|TAULE|+33 2 98 67 10 07|+33 2 98 67 15 15|29670|2 Rue du Bel-Air 29670 TAULE|192396|6855571
Brigade de proximité de Sizun|SIZUN|+33 2 98 68 80 04|+33 2 98 68 81 98|29450|11 Rue des Primevères 29450 SIZUN|177383|6835142
Brigade de proximité de Saint-Pol-de-Léon|ST POL DE LEON|+33 2 98 69 00 48|+33 2 98 69 02 75|29250|33 Rue de Roscoff 29250 ST POL DE LEON|186224|6866100
Brigade de proximité de Plouzévédé|PLOUZEVEDE|+33 2 98 69 98 06||29440|69 Rue de Berven 29440 PLOUZEVEDE|176278|6857280
Brigade de proximité de Plouigneau|PLOUIGNEAU|+33 2 98 67 70 05|+33 2 98 67 72 55|29610|39 Avenue du Maréchal Leclerc 29610 PLOUIGNEAU|206338|6850839
Brigade de proximité de Plouescat|PLOUESCAT|+33 2 98 69 60 07||29430|18 Rue de Saint-Pol-de-Léon 29430 PLOUESCAT|172471|6863734
Brigade de proximité de Pleyber-Christ|PLEYBER CHRIST|+33 2 98 78 40 93|+33 2 98 78 56 93|29410|20 Place de l'Eglise 29410 PLEYBER CHRIST|192865|6844842
Brigade de proximité de Lanmeur|LANMEUR|+33 2 98 67 51 07|+33 2 98 67 62 35|29620|2 Rue de Pont-Menou 29620 LANMEUR|206299|6859281
Brigade de proximité de Landivisiau|LANDIVISIAU|+33 2 98 68 10 39|+33 2 98 68 98 79|29400|46 Avenue du Maréchal Foch 29400 LANDIVISIAU|178875|6846849
Brigade de proximité de Plourin-lès-Morlaix|PLOURIN LES MORLAIX|+33 2 98 88 58 13||29600|Caserne Adjudant Le Jeune Rue de la Hautière 29600 PLOURIN LES MORLAIX|197086|6850953
Brigade de proximité de Pleyben|PLEYBEN|+33 2 98 26 60 09||29190|Rue Laënnec 29190 PLEYBEN|183336|6814150
Brigade de proximité de Locronan|LOCRONAN|+33 2 98 91 70 01|+33 2 98 91 80 17|29180|Rue des Bruyères 29180 LOCRONAN|165035|6802100
Brigade de proximité de Huelgoat|HUELGOAT|+33 2 98 99 71 45|+33 2 98 99 82 36|29690|8 Route des Carrières 29690 HUELGOAT|200691|6828729
Brigade de proximité du Faou|LE FAOU|+33 2 98 81 91 04|+33 2 98 81 15 77|29590|14 Place aux Foires 29590 LE FAOU|168320|6823511
Brigade de proximité de Crozon|CROZON|+33 2 98 27 00 22|+33 2 98 27 24 97|29160|1 Route de Camaret 29160 CROZON|143056|6821007
Brigade de proximité de Châteauneuf-du-Faou|CHATEAUNEUF DU FAOU|+33 2 98 81 70 12||29520|Route de Quimper 29520 CHATEAUNEUF DU FAOU|193306|6808950
Brigade de proximité de Carhaix-Plouguer|CARHAIX PLOUGUER|+33 2 98 93 00 32|+33 2 98 93 10 76|29270|1 Route de Kerniguez 29270 CARHAIX PLOUGUER|212029|6817836
Brigade de proximité de Châteaulin|CHATEAULIN|+33 2 98 86 10 35|+33 2 98 86 41 96|29150|Rue de Coatigrac'h 29150 CHATEAULIN|174545|6811572
Brigade de proximité de Saint-Renan|ST RENAN|+33 2 98 84 21 13|+33 2 98 84 26 93|29290|5 Route de Plouzané 29290 ST RENAN|136951|6841319
Brigade de proximité de Ploudalmézeau|PLOUDALMEZEAU|+33 2 98 48 10 10|+33 2 98 48 10 11|29830|4 bis Rue de Cullompton 29830 PLOUDALMEZEAU|135702|6853955
Brigade de proximité de Plabennec|PLABENNEC|+33 2 98 40 41 05||29860|12 Rue des Trois Frères Le Roy 29860 PLABENNEC|152129|6848043
Brigade de proximité de Lannilis|LANNILIS|+33 2 98 04 00 18||29870|12 Rue du Docteur Morvan 29870 LANNILIS|145817|6856499
Brigade de proximité de Guipavas|GUIPAVAS|+33 2 98 84 60 25|+33 2 98 84 16 97|29490|72 Rue de Paris 29490 GUIPAVAS|153716|6840634
Brigade de proximité de Daoulas|DAOULAS|+33 2 98 25 80 06|+33 2 98 25 95 05|29460|22 Rue de la Gare 29460 DAOULAS|163283|6831430
Brigade de proximité du Conquet|LE CONQUET|+33 2 98 89 00 13|+33 2 98 89 49 56|29217|Route de Brest 29217 LE CONQUET|126087|6834779
Brigade de proximité de Pont-l'Abbé|PONT L ABBE|+33 2 98 87 06 64||29120|54 Rue Louis Lagadic 29120 PONT L ABBE|161004|6777366
Brigade de proximité de Plogastel-Saint-Germain|PLOGASTEL ST GERMAIN|+33 2 98 54 58 65||29710|1 Rue Stang Kéléron 29710 PLOGASTEL ST GERMAIN|158133|6790223
Brigade de proximité de Guilvinec|GUILVINEC|+33 2 98 58 10 20|+33 2 98 58 37 41|29730|Rue Lagad-Yar 29730 GUILVINEC|156091|6770083
Brigade de proximité de Briec|BRIEC|+33 2 98 57 93 13||29510|Rue de La Boissière 29510 BRIEC|179829|6800450
Brigade de proximité d'Audierne|AUDIERNE|+33 2 98 70 04 38|+33 2 98 70 03 38|29770|7 Rue Raymond Couillandre 29770 AUDIERNE|137641|6796350
Brigade de proximité de Tréguier|TREGUIER|+33 2 96 92 32 17||22220|6 Rue de Minihy 22220 TREGUIER|242696|6871888
Brigade de proximité de la Roche-Derrien|LA ROCHE DERRIEN|+33 2 96 91 35 17||22450|3 Rue Saint-Jean 22450 LA ROCHE DERRIEN|239844|6868071
Brigade de proximité de Plouaret|PLOUARET|+33 2 96 38 90 17||22420|475 Rue de la Gare 22420 PLOUARET|223550|6853736
Brigade de proximité de Plestin-les-Grèves|PLESTIN LES GREVES|+33 2 96 35 62 18|+33 2 96 35 67 79|22310|Place du 19 mars 1962 22310 PLESTIN LES GREVES|212058|6859897
Brigade de proximité de Lézardrieux|LEZARDRIEUX|+33 2 96 20 10 17|+33 2 96 20 13 32|22740|4 Avenue du Trégor 22740 LEZARDRIEUX|251024|6871069
Brigade de proximité de Lannion|LANNION|+33 2 96 37 03 78||22300|16 Rue Edgard de Kergariou 22300 LANNION|225132|6866621
Brigade de proximité de Saint-Nicolas-du-Pélem|ST NICOLAS DU PELEM|+33 2 96 29 51 18||22480|3 Rue du 8 Mai 1945 22480 ST NICOLAS DU PELEM|243460|6819253
Brigade de proximité de Rostrenen|ROSTRENEN|+33 2 96 29 00 17||22110|1 Rue des Espaces Verts 22110 ROSTRENEN|231841|6810049
Brigade de proximité de Pontrieux|PONTRIEUX|+33 2 96 95 60 18||22260|Lotissement Traou Mélédern 22260 PONTRIEUX|247041|6861533
Brigade de proximité de Mûr-de-Bretagne|MUR DE BRETAGNE|+33 2 96 28 51 18||22530|15 Cité Sainte-Suzanne 22530 MUR DE BRETAGNE|255259|6806005
Brigade de proximité de Maël-Carhaix|MAEL CARHAIX|+33 2 96 24 62 57|+33 2 96 24 73 28|22340|26 Rue de Paule 22340 MAEL CARHAIX|223616|6817271
Brigade de proximité de Gouarec|GOUAREC|+33 2 96 24 90 58|+33 2 96 24 92 78|22570|2 Rue de Rostrenen 22570 GOUAREC|240680|6810137
Brigade de proximité de Callac|CALLAC|+33 2 96 45 50 18|+33 2 96 45 81 60|22160|52 Rue de l'Allée 22160 CALLAC|224625|6831384
Brigade de proximité de Bourbriac|BOURBRIAC|+33 2 96 43 40 18|+33 2 96 43 62 38|22390|17 Rue des Menhirs 22390 BOURBRIAC|242937|6837083
Brigade de proximité de Belle-Isle-en-Terre|BELLE ISLE EN TERRE|+33 2 96 43 30 17|+33 2 96 43 34 38|22810|2 Rue de Tournebride 22810 BELLE ISLE EN TERRE|228430|6846002
Brigade de proximité de Bégard|BEGARD|||22140|1 Rue Jules Simon 22140 BEGARD|236883|6855791
Brigade de proximité de Ploubalay|PLOUBALAY|+33 2 96 27 20 17||22650|5 Rue de Jolliet 22650 PLOUBALAY|320486|6843248
Brigade de proximité de Plélan-le-Petit|PLELAN LE PETIT|+33 2 96 27 60 17||22980|18 Rue de la Libération 22980 PLELAN LE PETIT|314668|6826791
Brigade de proximité de Plancoët|PLANCOET|+33 2 96 84 13 99||22130|64 Rue de l'Abbaye 22130 PLANCOET|314488|6836926
Brigade de proximité de Merdrignac|MERDRIGNAC|+33 2 96 28 46 17||22230|7 Rue du Bourgneuf 22230 MERDRIGNAC|298140|6801684
Brigade de proximité de Jugon-les-Lacs|JUGON LES LACS|+33 2 96 31 61 18|+33 2 96 31 76 78|22270|21 Rue des Ecoles 22270 JUGON LES LACS|305789|6825343
Brigade de proximité d'Évran|EVRAN|+33 2 96 27 40 17|+33 2 96 27 56 89|22630|18 Boulevard Docteur Ernest Gaultier 22630 EVRAN|331500|6820517
Brigade de proximité de Collinée|COLLINEE|+33 2 96 31 40 17|+33 2 96 31 42 68|22330|1 Rue du Val 22330 COLLINEE|291070|6814442
Brigade de proximité de Caulnes|CAULNES|+33 2 96 83 90 17||22350|44 Rue de Dinan 22350 CAULNES|318005|6811495
Brigade de proximité de Broons|BROONS|+33 2 96 84 60 17|+33 2 96 84 69 91|22250|11 Rue de Launay 22250 BROONS|310357|6815077
Brigade de proximité de Dinan|DINAN|||22100|14 bis Place Duguesclin 22100 DINAN|327290|6828770
Brigade de proximité d'Uzel|UZEL|+33 2 96 28 80 17|+33 2 96 28 85 77|22460|2 Rue Abbé Le Sage 22460 UZEL|267458|6814272
Brigade de proximité de Plouha|PLOUHA|+33 2 96 20 27 17||22580|Rue du 19 mars 1962 22580 PLOUHA|263335|6857807
Brigade de proximité de Plouguenast|PLOUGUENAST|+33 2 96 28 70 17|+33 2 96 28 79 91|22150|30 Rue Félix Couteau 22150 PLOUGUENAST|277280|6813150
Brigade de proximité de Ploeuc-sur-Lié|PLOEUC SUR LIE|+33 2 96 42 10 18|+33 2 96 42 11 52|22150|12 Rue de la Clôture-Neuve 22150 PLOEUC SUR LIE|274098|6820341
Brigade de proximité de Plémet|PLEMET|+33 2 96 25 61 18||22210|Rue de Bodiffé 22210 PLEMET|284389|6800741
Brigade de proximité de Loudéac|LOUDEAC|+33 2 96 28 00 17|+33 2 96 28 10 21|22600|2 Avenue de Büdingen 22600 LOUDEAC|273640|6801902
Brigade de proximité de Moncontour|MONCONTOUR|+33 2 96 73 47 17||22510|Le Bas-Bourg 22510 MONCONTOUR|282919|6821277
Brigade de proximité de Lanvollon|LANVOLLON|+33 2 96 70 00 18|+33 2 96 70 02 81|22290|26 bis Rue de la Gare 22290 LANVOLLON|259404|6853278
Brigade de proximité d'Étables-sur-Mer|ETABLES SUR MER|+33 2 96 70 61 24||22680|2 Rue Charles Le Goffic 22680 ETABLES SUR MER|270533|6852037
Brigade de proximité de Corlay|CORLAY|+33 2 96 29 40 17||22320|Rue de Pontivy 22320 CORLAY|252078|6818086
Brigade de proximité de Châtelaudren|CHATELAUDREN|+33 2 96 74 10 17|+33 2 96 74 39 87|22170|8 bis Rue des Ecoles 22170 CHATELAUDREN|259453|6843158
Brigade de proximité de Châtillon-en-Vendelais|CHATILLON EN VENDELAIS|+33 2 99 76 01 19||35210|19 Rue du Bel-Orient 35210 CHATILLON EN VENDELAIS|389444|6798967
Brigade de proximité de Retiers|RETIERS|+33 2 99 43 51 05|+33 2 99 43 40 76|35240|Rue de Martigné 35240 RETIERS|375005|6764967
Brigade de proximité de la Guerche-de-Bretagne|LA GUERCHE DE BRETAGNE|+33 2 99 96 22 26|+33 2 99 96 19 26|35130|1 Rue du 11 novembre 35130 LA GUERCHE DE BRETAGNE|383987|6768585
Brigade de proximité de Châteaugiron|CHATEAUGIRON|+33 2 99 37 40 09|+33 2 99 37 24 46|35410|16 Boulevard Pierre et Julien Gourdel 35410 CHATEAUGIRON|364801|6781671
Brigade de proximité de Châteaubourg|CHATEAUBOURG|+33 2 99 00 31 04||35220|67 Rue de Paris 35220 CHATEAUBOURG|372852|6787958
Brigade de proximité d'Argentré-du-Plessis|ARGENTRE DU PLESSIS|+33 2 99 96 61 07|+33 2 99 96 78 25|35370|15 Boulevard des Saulniers 35370 ARGENTRE DU PLESSIS|389761|6781091
Brigade de proximité de Vitré|VITRE|+33 2 99 75 02 30|+33 2 99 75 41 48|35500|5 Place du Champ-de-Foire 35500 VITRE|387136|6788257
Brigade de proximité de Saint-Domineuc|ST DOMINEUC|+33 2 99 45 21 03||35190|5 Route Nationale 35190 ST DOMINEUC|339246|6818833
Brigade de proximité de Pleine-Fougères|PLEINE FOUGERES|+33 2 99 48 60 14||35610|1 Rue François Carré 35610 PLEINE FOUGERES|363049|6835483
Brigade de proximité de Dol-de-Bretagne|DOL DE BRETAGNE|+33 2 99 48 02 40||35120|86 bis Rue de Paris 35120 DOL DE BRETAGNE|350394|6838523
Brigade de proximité de Combourg|COMBOURG|+33 2 99 73 06 17|+33 2 99 73 58 54|35270|66 Avenue Gautier Père et Fils 35270 COMBOURG|349384|6822884
Brigade de proximité de Châteauneuf-d'Ille-et-Vilaine|CHATEAUNEUF D ILLE ET VILAINE|+33 2 99 58 40 05|+33 2 99 58 36 56|35430|31 Rue du Fort 35430 CHATEAUNEUF D ILLE ET VILAINE|336635|6840516
Brigade de proximité de Cancale|CANCALE|+33 2 99 89 60 21||35260|11 Avenue de Scissy 35260 CANCALE|342220|6852847
Brigade de proximité de Pipriac|PIPRIAC|+33 2 99 34 40 89|+33 2 99 34 48 99|35550|36 Rue du Général de Gaulle 35550 PIPRIAC|330213|6757245
Brigade de proximité de Maure-de-Bretagne|MAURE DE BRETAGNE|+33 2 99 34 95 03|+33 2 99 34 87 87|35330|82 Rue de Guer 35330 MAURE DE BRETAGNE|326788|6766719
Brigade de proximité de Grand-Fougeray|GRAND FOUGERAY|+33 2 99 08 40 05|+33 2 99 08 43 98|35390|14 Rue Féart 35390 GRAND FOUGERAY|345543|6746367
Brigade de proximité de Bain-de-Bretagne|BAIN DE BRETAGNE|+33 2 99 43 70 13|+33 2 99 43 98 71|35470|7 Rue La Rose des Vents 35470 BAIN DE BRETAGNE|349129|6759472
Brigade de proximité de Saint-Brice-en-Coglès|ST BRICE EN COGLES|+33 2 99 98 61 05||35460|Rue de Normandie 35460 ST BRICE EN COGLES|377329|6821298
Brigade de proximité de Saint-Aubin-du-Cormier|ST AUBIN DU CORMIER|+33 2 99 39 10 07|+33 2 99 39 72 11|35140|15 Rue de Rennes 35140 ST AUBIN DU CORMIER|373106|6804577
Brigade de proximité de Louvigné-du-Désert|LOUVIGNE DU DESERT|+33 2 99 17 10 17|+33 2 99 17 10 14|35420|64 Rue Lariboisière 35420 LOUVIGNE DU DESERT|395213|6827743
Brigade de proximité d'Antrain|ANTRAIN|+33 2 99 98 31 11|+33 2 99 98 33 66|35560|7 Rue de Fougères 35560 ANTRAIN|368838|6826887
Brigade de proximité de Fougères|FOUGERES|+33 2 99 94 25 25|+33 2 99 94 99 37|35300|Caserne Guénaudière 29 Boulevard de Groslay 35300 FOUGERES|390157|6813726
Brigade de proximité de Saint-Aubin-d'Aubigné|ST AUBIN D AUBIGNE|+33 2 99 55 20 06|+33 2 99 55 54 50|35250|44 Rue d'Antrain 35250 ST AUBIN D AUBIGNE|358421|6805994
Brigade de proximité de Saint-Méen-le-Grand|ST MEEN LE GRAND|+33 2 99 09 60 07||35290|7 Rue de Gaël 35290 ST MEEN LE GRAND|314186|6799828
Brigade de proximité de Plélan-le-Grand|PLELAN LE GRAND|+33 2 99 06 81 05||35380|2 Avenue de la Libération 35380 PLELAN LE GRAND|320073|6779138
Brigade de proximité de Montfort-sur-Meu|MONTFORT SUR MEU|+33 2 99 09 00 12|+33 2 99 09 84 63|35160|22 Rue Chateaubriand 35160 MONTFORT SUR MEU|332311|6793308
Brigade de proximité de Montauban-de-Bretagne|MONTAUBAN DE BRETAGNE|+33 2 99 06 40 03|+33 2 99 06 34 98|35360|4 Avenue Joseph Faramin 35360 MONTAUBAN DE BRETAGNE|324853|6800816
Brigade de proximité de Hédé|HEDE BAZOUGES|+33 2 99 45 45 61|+33 2 99 45 55 71|35630|5 Rue Jean Boucher 35630 HEDE BAZOUGES|345745|6812876
Brigade de proximité de Bécherel|BECHEREL|+33 2 99 66 81 04||35190|36 bis Rue de la Libération 35190 BECHEREL|333631|6811115
Brigade de proximité de Saint-Georges-du-Vièvre|ST GEORGES DU VIEVRE|+33 2 32 42 80 17||27450|Route de Lieurey 27450 ST GEORGES DU VIEVRE|523762|6907630
Brigade de proximité de Routot|ROUTOT|+33 2 32 57 30 17||27350|31 Rue du Docteur Collignon 27350 ROUTOT|535200|6922096
Brigade de proximité de Quillebeuf-sur-Seine|QUILLEBEUF SUR SEINE|+33 2 32 57 50 17|+33 2 32 57 13 49|27680|2 Rue des Quatre-Chemins 27680 QUILLEBEUF SUR SEINE|520723|6932575
Brigade de proximité de Montfort-sur-Risle|MONTFORT SUR RISLE|+33 2 32 56 10 17|+33 2 32 56 76 08|27290|12 Rue de Fontainecourt 27290 MONTFORT SUR RISLE|530424|6912000
Brigade de proximité de Cormeilles|CORMEILLES|+33 2 32 57 80 17||27260|1 Route de Pont-l'Evêque 27260 CORMEILLES|508985|6909225
Brigade de proximité de Bourgtheroulde-Infreville|BOURGTHEROULDE INFREVILLE|+33 2 35 87 60 17|+33 2 35 87 02 29|27520|222 Route d'Elbeuf 27520 BOURGTHEROULDE INFREVILLE|546066|6913013
Brigade de proximité de Beuzeville|BEUZEVILLE|+33 2 32 57 70 17|+33 2 32 57 06 34|27210|652 Rue Louis Gillain 27210 BEUZEVILLE|507847|6919546
Brigade de proximité de Pont-Audemer|PONT AUDEMER|+33 2 32 41 00 17|+33 2 32 41 02 32|27500|1 Rue du Président Coty 27500 PONT AUDEMER|519034|6920042
Brigade de proximité du Neubourg|LE NEUBOURG|+33 2 32 35 00 17|+33 2 32 35 24 44|27110|Place Ferrand 27110 LE NEUBOURG|547217|6896603
Brigade de proximité d'Amfreville-la-Campagne|AMFREVILLE LA CAMPAGNE|+33 2 32 35 30 17|+33 2 32 35 69 95|27370|14 Rue de la République 27370 AMFREVILLE LA CAMPAGNE|549787|6903377
Brigade de proximité de Thiberville|THIBERVILLE|+33 2 32 46 80 17||27230|2 Rue de la Maréchaussée 27230 THIBERVILLE|513888|6896727
Brigade de proximité de Serquigny|SERQUIGNY|+33 2 32 44 10 17|+33 2 32 44 46 91|27470|1 Rue Max Carpentier 27470 SERQUIGNY|532589|6892152
Brigade de proximité de Broglie|BROGLIE|+33 2 32 44 60 17|+33 2 32 44 62 11|27270|3 Rue de Grandcamp 27270 BROGLIE|519085|6880757
Brigade de proximité de Brionne|BRIONNE|+33 2 32 44 80 17|+33 2 32 44 79 35|27800|19 Place Saint-Denis 27800 BRIONNE|533304|6901728
Brigade de proximité de Beaumont-le-Roger|BEAUMONT LE ROGER|+33 2 32 45 20 17||27170|Rue de Liers 27170 BEAUMONT LE ROGER|537094|6888181
Brigade de proximité de Beaumesnil|BEAUMESNIL|+33 2 32 44 40 17|+33 2 32 44 41 31|27410|1 Route de Ferrière-sur-Risle 27410 BEAUMESNIL|532744|6881159
Brigade de proximité de Bernay|BERNAY|+33 2 32 47 83 10|+33 2 32 47 83 16|27300|3 Rue du Commandant Robert Malrait 27300 BERNAY|524049|6892099
Brigade de proximité de Lyons-la-Forêt|LYONS LA FORET|+33 2 32 49 60 17|+33 2 32 49 96 53|27480|4 Rue du Four-à-Chaux 27480 LYONS LA FORET|589802|6923318
Brigade de proximité de Gisors|GISORS|+33 2 32 55 00 17|+33 2 32 55 88 00|27140|10 Rue de la Libération 27140 GISORS|611136|6909179
Brigade de proximité de Fleury-sur-Andelle|FLEURY SUR ANDELLE|+33 2 32 49 00 17||27380|46 Rue Pouyer-Quertier 27380 FLEURY SUR ANDELLE|580580|6919215
Brigade de proximité d'Étrépagny|ETREPAGNY|+33 2 32 55 74 17|+33 2 32 55 94 62|27150|Route de Gisors 27150 ETREPAGNY|600234|6912613
Brigade de proximité de Verneuil-sur-Avre|VERNEUIL SUR AVRE|+33 2 32 32 15 17|+33 2 32 32 88 15|27130|1012 Avenue Edmond Démolins 27130 VERNEUIL SUR AVRE|546430|6850761
Brigade de proximité de Saint-André-de-l'Eure|ST ANDRE DE L EURE|+33 2 32 37 30 17|+33 2 32 37 04 60|27220|Route de Damville 27220 ST ANDRE DE L EURE|573258|6868546
Brigade de proximité de Rugles|RUGLES|+33 2 32 24 60 17|+33 2 32 24 80 41|27250|36 Rue Pierre Marquis 27250 RUGLES|531367|6859658
Brigade de proximité de Nonancourt|NONANCOURT|+33 2 32 58 00 17|+33 2 32 58 40 92|27320|19 Rue Hippolyte Lozier 27320 NONANCOURT|567284|6854066
Brigade de proximité d'Ivry-la-Bataille|IVRY LA BATAILLE|+33 2 32 36 40 17|+33 2 32 36 91 02|27540|11 Rue Jules Ferry 27540 IVRY LA BATAILLE|587205|6866587
Brigade de proximité de Damville|DAMVILLE|+33 2 32 34 50 17|+33 2 32 34 05 36|27240|5 Rue de la Cocharderie 27240 DAMVILLE|558571|6864901
Brigade de proximité de Conches-en-Ouche|CONCHES EN OUCHE|+33 2 32 30 20 17||27190|9 Rue Saint-Aubin 27190 CONCHES EN OUCHE|548931|6874670
Brigade de proximité de Breteuil|BRETEUIL|+33 2 32 29 70 17|+33 2 32 35 92 02|27160|271 Rue du Général de Gaulle 27160 BRETEUIL|547012|6862191
Brigade de proximité d'Évreux|EVREUX|+33 2 32 29 57 17||27000|Caserne Amey 2 Rue Buzot 27000 EVREUX|564934|6882547
Brigade de proximité d'Yerville|YERVILLE|+33 2 35 96 84 12|+33 2 35 96 93 72|76760|483 Avenue Charles de Gaulle 76760 YERVILLE|547756|6953931
Brigade de proximité de Valmont|VALMONT|+33 2 35 29 80 17|+33 2 35 29 97 41|76540|14 Rue Albert Bellavoine 76540 VALMONT|520640|6963540
Brigade de proximité de Saint-Valery-en-Caux|ST VALERY EN CAUX|+33 2 35 97 00 17||76460|7 Avenue du 51 Highlands Division 76460 ST VALERY EN CAUX|534270|6975842
Brigade de proximité de Pavilly|PAVILLY|+33 2 35 91 20 19||76570|42 Avenue Jean Jouvenet 76570 PAVILLY|551661|6943328
Brigade de proximité de la Mailleraye-sur-Seine|LA MAILLERAYE SUR SEINE|+33 2 35 37 11 64|+33 2 35 37 82 74|76940|140 Rue de la République 76940 LA MAILLERAYE SUR SEINE|538581|6933701
Brigade de proximité d'Héricourt-en-Caux|HERICOURT EN CAUX|+33 2 35 96 45 78|+33 2 35 96 96 77|76560|22 Rue Gaston de Beauvoir 76560 HERICOURT EN CAUX|534546|6956753
Brigade de proximité de Fontaine-le-Dun|FONTAINE LE DUN|+33 2 35 97 40 17|+33 2 35 97 87 20|76740|Rue Albert Perne 76740 FONTAINE LE DUN|544398|6969763
